,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,season,PPG
351,286,Brook Lopez,C,34,MIL,60,1820,17.2,0.612,0.44,0.193,7.1,15.5,11.4,5.8,0.7,6.6,10.1,18.5,,2.6,3.2,5.8,0.153,,0.3,1.4,1.7,1.7,lopezbr01,2223,15.2
352,287,Robin Lopez,C,34,CLE,32,245,11.0,0.692,0.052,0.276,9.3,10.0,9.6,8.2,0.2,1.5,24.4,15.7,,0.2,0.2,0.4,0.087,,-3.2,-0.1,-3.3,-0.1,lopezro01,2223,2.7
353,288,Kevin Love,PF,34,TOT,44,890,13.7,0.547,0.695,0.211,6.0,34.4,20.3,13.2,0.5,1.0,12.5,19.3,,0.6,1.5,2.1,0.112,,0.8,0.7,1.5,0.8,loveke01,2223,7.5
354,288,Kevin Love,PF,34,CLE,41,821,13.7,0.555,0.684,0.221,6.1,33.9,20.1,13.0,0.4,0.8,13.1,19.6,,0.6,1.4,1.9,0.113,,0.8,0.6,1.4,0.7,loveke01,2223,7.5
355,288,Kevin Love,PF,34,MIA,3,69,13.1,0.44,0.826,0.087,4.8,40.3,21.7,16.5,1.4,3.0,4.0,15.9,,0.0,0.1,0.2,0.107,,-0.3,2.2,1.9,0.1,loveke01,2223,7.5
356,289,Kyle Lowry,PG,36,MIA,44,1464,12.3,0.552,0.632,0.274,2.9,12.6,7.5,23.0,1.7,1.2,15.4,17.0,,1.1,1.8,2.9,0.094,,-1.0,1.0,-0.1,0.7,lowryky01,2223,12.0
357,290,Trey Lyles,PF,27,SAC,55,889,15.0,0.617,0.57,0.304,6.9,19.1,13.1,7.1,1.1,2.4,11.9,18.2,,1.2,0.8,2.0,0.109,,0.4,-0.9,-0.6,0.3,lylestr01,2223,7.9
358,291,Théo Maledon,PG,21,CHO,36,581,12.2,0.551,0.401,0.357,1.6,14.5,7.8,19.6,2.2,0.9,16.2,15.5,,0.3,0.5,0.8,0.069,,-2.4,0.7,-1.6,0.1,maledth01,2223,5.6
359,292,Sandro Mamukelashvili,C,23,MIL,24,217,8.6,0.432,0.552,0.31,8.9,17.5,13.4,9.5,0.9,1.9,12.0,14.5,,-0.1,0.3,0.3,0.056,,-4.0,0.4,-3.6,-0.1,mamuksa01,2223,7.7
360,293,Terance Mann,SG,26,LAC,63,1477,13.9,0.621,0.365,0.211,4.5,13.0,8.8,13.7,1.1,1.2,11.5,15.4,,2.4,1.3,3.6,0.118,,-0.1,0.2,0.1,0.8,mannte01,2223,9.1
361,294,Tre Mann,PG,21,OKC,55,1003,9.5,0.483,0.524,0.1,2.4,11.2,6.7,12.4,1.6,0.9,10.2,20.8,,-0.7,0.9,0.2,0.01,,-3.2,-1.1,-4.3,-0.6,manntr01,2223,7.9
362,295,Boban Marjanović,C,34,HOU,21,94,29.2,0.724,0.024,0.561,12.7,25.7,19.2,8.0,0.5,1.0,10.5,25.1,,0.4,0.0,0.4,0.227,,6.8,-1.6,5.2,0.2,marjabo01,2223,3.3
363,296,Lauri Markkanen,SF,25,UTA,57,1959,22.6,0.656,0.446,0.349,5.9,21.0,13.6,8.4,0.9,1.4,8.9,25.8,,6.0,1.7,7.7,0.19,,5.1,-0.9,4.2,3.0,markkla01,2223,25.4
364,297,Naji Marshall,SF,25,NOP,57,1402,11.7,0.536,0.399,0.304,3.2,14.0,8.5,14.0,1.6,0.9,12.4,17.4,,0.6,1.5,2.0,0.07,,-1.6,0.0,-1.6,0.1,marshna01,2223,9.5
365,298,Caleb Martin,PF,27,MIA,52,1563,11.4,0.56,0.437,0.195,4.9,15.3,9.9,7.9,1.7,1.5,11.0,14.8,,0.8,2.1,2.9,0.089,,-1.9,0.7,-1.3,0.3,martica02,2223,10.2
366,299,Cody Martin,SF,27,CHO,7,134,8.8,0.448,0.389,0.194,6.1,13.1,9.5,10.8,1.4,0.7,4.9,12.8,,0.0,0.1,0.1,0.043,,-3.7,-1.0,-4.7,-0.1,martico01,2223,5.0
367,300,Kenyon Martin Jr.,SF,22,HOU,61,1621,15.3,0.626,0.318,0.306,6.2,16.8,11.5,9.1,0.9,1.5,10.8,16.5,,2.7,0.6,3.3,0.097,,0.4,-1.1,-0.7,0.5,martike04,2223,12.1
368,301,Tyrese Martin,SG,23,ATL,13,45,6.4,0.444,0.313,0.125,4.8,9.7,7.2,0.0,1.1,0.0,5.6,16.8,,0.0,0.0,0.0,-0.022,,-5.1,-2.3,-7.4,-0.1,martity01,2223,1.2
369,302,Garrison Mathews,SG,26,TOT,47,608,9.3,0.569,0.912,0.263,1.8,9.6,5.7,5.2,1.8,0.6,8.6,14.2,,0.5,0.2,0.7,0.059,,-2.3,-0.2,-2.4,-0.1,mathega01,2223,1.5
370,302,Garrison Mathews,SG,26,HOU,45,602,9.1,0.564,0.912,0.265,1.8,9.5,5.6,5.2,1.8,0.7,8.7,14.3,,0.5,0.2,0.7,0.057,,-2.4,-0.2,-2.6,-0.1,mathega01,2223,1.5
371,302,Garrison Mathews,SG,26,ATL,2,6,21.8,1.5,1.0,0.0,0.0,18.3,9.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,0.215,,9.3,1.6,10.9,0.0,mathega01,2223,1.5
372,303,Bennedict Mathurin,SF,20,IND,63,1778,13.6,0.561,0.339,0.465,4.4,11.6,8.0,7.7,1.0,0.3,10.6,25.4,,1.0,0.8,1.8,0.048,,-0.9,-2.4,-3.3,-0.6,mathube01,2223,16.6
373,304,Wesley Matthews,SG,36,MIL,39,608,6.5,0.497,0.805,0.169,5.3,9.4,7.4,4.1,1.3,1.4,10.6,9.8,,0.1,0.8,0.9,0.071,,-3.7,1.0,-2.6,-0.1,matthwe02,2223,3.2
374,305,Tyrese Maxey,SG,22,PHI,41,1334,15.6,0.564,0.38,0.25,1.5,8.3,5.0,17.7,1.2,0.3,7.6,25.6,,1.5,1.1,2.6,0.094,,0.3,-1.5,-1.2,0.3,maxeyty01,2223,20.1
375,306,Miles McBride,PG,22,NYK,49,596,7.1,0.455,0.64,0.195,1.8,5.8,3.8,12.4,2.2,0.3,10.5,14.3,,-0.2,0.5,0.4,0.03,,-4.4,1.1,-3.3,-0.2,mcbrimi01,2223,3.2
376,307,CJ McCollum,SG,31,NOP,55,1926,15.8,0.538,0.407,0.171,2.5,11.2,6.8,26.0,1.3,1.5,11.8,26.8,,1.0,1.8,2.8,0.071,,1.8,-0.9,0.9,1.4,mccolcj01,2223,21.2
377,308,T.J. McConnell,PG,30,IND,60,1168,15.6,0.57,0.113,0.126,3.2,13.3,8.3,37.2,2.4,0.4,20.9,18.2,,1.2,1.0,2.2,0.089,,-0.2,0.1,-0.2,0.6,mccontj01,2223,7.8
378,309,Jaden McDaniels,PF,22,MIN,61,1868,12.0,0.612,0.377,0.194,4.7,9.6,7.2,8.9,1.5,2.8,13.2,15.1,,1.6,1.9,3.5,0.09,,-1.6,0.6,-1.0,0.5,mcdanja02,2223,11.6
379,310,Jalen McDaniels,SF,25,TOT,62,1590,11.7,0.55,0.399,0.215,3.4,16.6,9.8,10.2,2.1,1.6,12.5,17.0,,0.3,1.7,2.0,0.06,,-2.5,0.5,-2.1,0.0,mcdanja01,2223,6.1
380,310,Jalen McDaniels,SF,25,CHO,56,1494,11.7,0.551,0.409,0.211,3.0,16.5,9.6,10.4,2.1,1.7,12.9,17.3,,0.2,1.5,1.7,0.056,,-2.6,0.5,-2.1,0.0,mcdanja01,2223,6.1
381,310,Jalen McDaniels,SF,25,PHI,6,96,10.9,0.518,0.182,0.318,9.9,16.9,13.4,8.6,1.5,0.0,3.8,12.1,,0.1,0.1,0.2,0.12,,-1.8,0.2,-1.7,0.0,mcdanja01,2223,6.1
382,311,Doug McDermott,SF,31,SAS,54,1114,10.8,0.591,0.565,0.118,1.5,10.4,5.8,9.7,0.4,0.4,10.1,18.8,,0.8,-0.1,0.7,0.029,,-0.8,-2.7,-3.6,-0.4,mcderdo01,2223,9.9
383,312,JaVale McGee,C,35,DAL,36,293,16.4,0.612,0.038,0.302,11.0,26.6,18.7,5.7,0.7,6.5,20.5,23.4,,-0.1,0.4,0.3,0.057,,-4.2,-0.4,-4.6,-0.2,mcgeeja01,2223,4.1
384,313,Bryce McGowens,SG,20,CHO,27,387,6.9,0.494,0.347,0.295,2.4,10.2,6.2,9.0,0.9,0.9,12.3,13.2,,-0.1,0.2,0.1,0.01,,-4.3,-1.7,-6.0,-0.4,mcgowbr01,2223,3.8
385,314,Rodney McGruder,SG,31,DET,22,248,8.4,0.524,0.714,0.206,5.2,8.7,6.9,8.3,1.2,0.0,9.2,12.9,,0.1,0.0,0.2,0.034,,-1.6,-1.4,-3.0,-0.1,mcgruro01,2223,3.7
386,315,Jordan McLaughlin,PG,26,MIN,27,413,11.9,0.514,0.516,0.11,3.9,8.2,6.1,24.7,2.5,0.6,18.7,12.1,,0.3,0.4,0.7,0.084,,-1.3,0.9,-0.4,0.2,mclaujo01,2223,3.6
387,316,De'Anthony Melton,PG,24,PHI,57,1606,12.8,0.563,0.61,0.12,3.9,12.9,8.5,13.4,2.9,1.8,12.9,16.7,,0.8,2.4,3.2,0.094,,-0.7,1.6,0.9,1.2,meltode01,2223,10.3
388,317,Chimezie Metu,C,25,SAC,48,535,17.0,0.652,0.194,0.261,8.5,24.2,16.5,9.2,1.5,2.4,13.2,17.0,,1.0,0.6,1.6,0.143,,-0.4,0.2,-0.1,0.2,metuch01,2223,4.9
389,318,Khris Middleton,SF,31,MIL,20,430,16.7,0.536,0.42,0.225,3.5,16.1,10.0,30.6,1.6,0.6,14.5,29.0,,0.2,0.6,0.9,0.098,,0.3,0.3,0.6,0.3,middlkh01,2223,13.6
390,319,Patty Mills,PG,34,BRK,36,479,11.1,0.556,0.644,0.119,1.7,6.4,4.2,13.9,1.3,0.4,10.6,19.4,,0.2,0.3,0.4,0.043,,-1.0,-1.8,-2.8,-0.1,millspa02,2223,6.1
391,320,Shake Milton,SG,26,PHI,56,1158,12.9,0.587,0.282,0.24,2.8,11.8,7.3,20.6,0.8,0.7,14.7,18.9,,1.1,1.0,2.1,0.088,,-1.1,-0.8,-2.0,0.0,miltosh01,2223,8.5
392,321,Josh Minott,SF,20,MIN,11,68,22.9,0.59,0.148,0.222,8.4,27.4,18.1,6.5,2.1,7.9,0.0,18.6,,0.2,0.1,0.3,0.223,,0.3,0.9,1.2,0.1,minotjo01,2223,2.9
393,322,Davion Mitchell,PG,24,SAC,60,1083,9.2,0.545,0.482,0.083,1.4,6.9,4.2,15.6,1.4,1.0,13.6,14.3,,0.4,0.6,1.0,0.046,,-2.4,-0.5,-2.9,-0.2,mitchda01,2223,5.7
394,323,Donovan Mitchell,SG,26,CLE,53,1875,23.0,0.615,0.475,0.262,3.1,10.2,6.7,23.2,2.2,1.0,10.9,31.4,,4.4,2.7,7.1,0.182,,5.7,0.8,6.5,4.0,mitchdo01,2223,27.7
395,324,Evan Mobley,PF,21,CLE,62,2117,17.3,0.592,0.112,0.313,8.2,22.3,15.3,11.8,1.2,3.6,13.2,20.4,,2.5,3.7,6.2,0.141,,-0.3,1.4,1.1,1.6,mobleev01,2223,16.0
396,325,Isaiah Mobley,PF,23,CLE,9,26,14.7,0.563,0.25,0.0,4.6,45.0,25.0,0.0,1.9,0.0,0.0,13.8,,0.0,0.1,0.1,0.152,,-0.1,1.4,1.3,0.0,mobleis01,2223,1.0
397,326,Chima Moneke,SF,27,SAC,2,8,-3.5,0.347,0.0,1.0,29.3,0.0,14.4,16.1,0.0,0.0,41.0,26.1,,0.0,0.0,0.0,-0.284,,-12.6,-8.0,-20.7,0.0,monekch01,2223,1.0
398,327,Malik Monk,SG,24,SAC,58,1316,16.5,0.586,0.48,0.249,2.6,10.5,6.6,24.5,1.3,0.8,14.6,26.2,,1.5,0.8,2.3,0.085,,1.4,-1.7,-0.3,0.5,monkma01,2223,13.7
399,328,Moses Moody,SG,20,GSW,48,657,9.2,0.566,0.626,0.242,3.4,9.3,6.4,8.3,1.1,0.7,12.2,14.7,,0.3,0.5,0.7,0.053,,-2.3,-1.0,-3.3,-0.2,moodymo01,2223,4.6
400,329,Wendell Moore Jr.,SG,21,MIN,24,139,7.9,0.459,0.432,0.135,1.6,11.0,6.4,14.8,2.0,3.2,16.9,14.5,,-0.1,0.2,0.0,0.011,,-4.4,1.0,-3.4,0.0,moorewe01,2223,1.5
401,330,Ja Morant,PG,23,MEM,51,1662,23.7,0.555,0.249,0.407,3.6,15.7,9.6,41.5,1.6,0.7,12.4,35.2,,3.1,2.3,5.5,0.158,,5.5,0.6,6.1,3.4,moranja01,2223,27.1
402,331,Marcus Morris,PF,33,LAC,56,1599,11.3,0.542,0.486,0.144,1.7,14.4,8.1,9.2,1.1,1.2,7.5,18.3,,0.6,1.5,2.1,0.063,,-1.4,-0.2,-1.6,0.2,morrima03,2223,11.7
403,332,Markieff Morris,PF,33,TOT,29,299,10.3,0.554,0.612,0.118,5.1,16.9,11.2,11.5,1.5,1.4,14.4,15.6,,0.1,0.3,0.4,0.066,,-2.1,-0.2,-2.3,0.0,morrima02,2223,1.5
404,332,Markieff Morris,PF,33,BRK,27,285,10.8,0.556,0.598,0.122,5.4,17.7,11.8,11.6,1.4,1.5,13.9,15.7,,0.1,0.3,0.4,0.071,,-1.7,-0.3,-2.1,0.0,morrima02,2223,1.5
405,332,Markieff Morris,PF,33,DAL,2,14,-0.2,0.5,1.0,0.0,0.0,0.0,0.0,9.6,3.6,0.0,25.0,12.9,,0.0,0.0,0.0,-0.031,,-10.1,2.0,-8.1,0.0,morrima02,2223,1.5
406,333,Monte Morris,PG,27,WAS,51,1433,14.8,0.588,0.405,0.16,1.6,11.4,6.7,25.8,1.3,0.5,10.0,15.2,,2.8,1.0,3.8,0.127,,0.8,-0.3,0.5,0.9,morrimo01,2223,10.2
407,334,Trey Murphy III,SF,22,NOP,59,1715,13.9,0.63,0.597,0.221,3.0,11.0,6.9,6.2,1.6,1.6,7.5,16.0,,2.8,1.8,4.5,0.127,,0.6,0.1,0.7,1.2,murphtr02,2223,12.8
408,335,Dejounte Murray,SG,26,ATL,57,2075,17.6,0.546,0.313,0.131,2.1,14.3,8.1,24.4,2.0,0.7,10.4,24.8,,1.9,1.9,3.8,0.089,,1.6,0.0,1.6,1.9,murrade01,2223,20.9
409,336,Jamal Murray,PG,25,DEN,49,1595,18.4,0.569,0.395,0.223,2.9,11.3,7.2,26.6,1.5,0.5,10.7,26.4,,2.7,1.4,4.1,0.122,,2.7,-1.4,1.3,1.3,murraja01,2223,20.2
410,337,Keegan Murray,SF,22,SAC,59,1761,12.2,0.593,0.622,0.114,4.5,13.3,9.0,5.1,1.2,1.6,7.6,15.8,,1.7,1.3,3.1,0.083,,0.4,-1.0,-0.6,0.6,murrake02,2223,11.9
411,338,Mike Muscala,C,31,TOT,47,710,13.8,0.606,0.708,0.174,3.6,19.4,11.3,7.5,0.8,2.7,5.9,16.0,,1.1,0.8,1.9,0.13,,0.4,-0.3,0.1,0.4,muscami01,2223,5.7
412,338,Mike Muscala,C,31,OKC,43,622,13.9,0.602,0.7,0.192,3.9,19.7,11.6,8.1,0.8,2.8,6.0,15.7,,1.0,0.7,1.7,0.134,,0.4,-0.2,0.1,0.3,muscami01,2223,5.7
413,338,Mike Muscala,C,31,BOS,4,88,13.4,0.635,0.758,0.061,1.3,17.3,9.4,3.3,0.6,1.9,5.6,17.8,,0.1,0.1,0.2,0.105,,0.4,-0.6,-0.2,0.0,muscami01,2223,5.7
414,339,Svi Mykhailiuk,SF,25,TOT,15,71,10.2,0.597,0.64,0.24,1.4,12.2,6.8,4.0,0.7,0.0,12.6,18.8,,0.0,0.0,0.0,0.032,,-1.0,-1.6,-2.7,0.0,mykhasv01,2223,4.4
415,339,Svi Mykhailiuk,SF,25,NYK,13,40,16.1,0.739,0.833,0.417,0.0,18.9,9.5,3.6,1.2,0.0,12.3,17.4,,0.1,0.0,0.1,0.148,,3.5,0.5,4.0,0.1,mykhasv01,2223,4.4
416,339,Svi Mykhailiuk,SF,25,CHO,2,31,2.7,0.446,0.462,0.077,3.3,3.5,3.4,4.6,0.0,0.0,13.0,20.8,,-0.1,0.0,-0.1,-0.117,,-6.9,-4.4,-11.2,-0.1,mykhasv01,2223,4.4
417,340,Larry Nance Jr.,PF,30,NOP,50,1113,17.0,0.654,0.144,0.27,9.0,20.9,14.9,11.8,1.9,2.9,11.2,12.7,,2.4,1.6,4.0,0.173,,0.5,1.8,2.2,1.2,nancela02,2223,7.7
418,341,Andrew Nembhard,SG,23,IND,56,1514,8.6,0.511,0.468,0.075,2.0,9.0,5.5,20.5,1.7,0.6,17.3,14.7,,-0.2,0.8,0.7,0.021,,-3.0,-0.2,-3.2,-0.5,nembhan01,2223,8.0
419,342,Aaron Nesmith,SF,23,IND,56,1374,10.0,0.557,0.528,0.23,3.6,13.1,8.4,6.9,1.5,1.5,9.7,16.7,,0.6,1.0,1.5,0.054,,-2.6,-0.4,-3.1,-0.4,nesmiaa01,2223,9.6
420,343,Raul Neto,PG,30,CLE,41,418,13.1,0.635,0.404,0.281,2.0,9.2,5.7,18.8,1.9,0.7,12.3,12.2,,0.8,0.6,1.4,0.157,,-1.3,2.2,1.0,0.3,netora01,2223,3.0
421,344,Georges Niang,PF,29,PHI,58,1125,11.5,0.61,0.769,0.082,1.8,12.7,7.3,8.4,1.0,0.9,9.2,17.6,,0.9,1.1,2.0,0.086,,0.0,-0.8,-0.9,0.3,niangge01,2223,8.5
422,345,Daishen Nix,PG,20,HOU,44,715,7.1,0.484,0.615,0.176,1.8,9.5,5.7,21.5,1.9,0.8,24.9,15.1,,-0.7,0.3,-0.4,-0.03,,-4.0,-1.0,-5.0,-0.5,nixda01,2223,4.4
423,346,Zeke Nnaji,PF,22,DEN,44,584,13.4,0.634,0.296,0.355,11.5,8.9,10.1,2.5,1.3,2.9,10.2,14.5,,1.0,0.6,1.5,0.126,,-1.9,-1.2,-3.0,-0.2,nnajize01,2223,5.1
424,347,Nerlens Noel,C,28,DET,14,152,10.0,0.465,0.067,0.333,4.9,22.5,13.5,6.2,4.1,5.2,18.9,11.8,,-0.1,0.3,0.1,0.04,,-5.0,3.0,-2.1,0.0,noelne01,2223,1.0
425,348,Jaylen Nowell,SG,23,MIN,62,1207,13.8,0.527,0.376,0.162,3.2,11.8,7.6,15.7,1.5,0.3,8.8,24.8,,0.2,1.1,1.2,0.049,,-1.3,-1.1,-2.4,-0.1,nowelja01,2223,10.9
426,349,Frank Ntilikina,PG,24,DAL,38,464,4.0,0.432,0.541,0.224,1.5,11.4,6.3,13.1,1.1,0.8,18.8,13.0,,-0.6,0.3,-0.3,-0.031,,-6.5,-1.0,-7.5,-0.6,ntilila01,2223,2.3
427,350,Kendrick Nunn,SG-PG,27,TOT,53,770,10.2,0.52,0.486,0.09,1.8,9.6,5.8,12.8,1.2,0.3,11.6,22.4,,-0.5,0.5,0.0,0.003,,-2.6,-1.7,-4.3,-0.5,nunnke01,2223,6.6
428,350,Kendrick Nunn,SG,27,LAL,39,528,8.8,0.503,0.502,0.084,1.0,9.7,5.5,9.3,1.0,0.5,10.6,23.2,,-0.6,0.4,-0.3,-0.026,,-3.4,-1.8,-5.2,-0.4,nunnke01,2223,6.6
429,350,Kendrick Nunn,PG,27,WAS,14,242,13.4,0.563,0.442,0.105,3.4,9.2,6.4,20.4,1.6,0.0,13.9,20.7,,0.2,0.2,0.3,0.064,,-0.9,-1.5,-2.3,0.0,nunnke01,2223,6.6
430,351,Jusuf Nurkić,C,28,POR,45,1227,18.0,0.598,0.226,0.381,9.8,30.3,20.1,16.1,1.6,2.8,17.5,22.3,,1.3,1.5,2.8,0.111,,-0.3,0.8,0.5,0.8,nurkiju01,2223,13.5
431,352,Jordan Nwora,SF,24,TOT,43,692,10.9,0.533,0.504,0.197,4.8,15.4,10.3,9.6,1.0,0.8,12.5,17.9,,0.1,0.9,1.0,0.068,,-1.6,-0.5,-2.1,0.0,nworajo01,2223,11.2
432,352,Jordan Nwora,SF,24,MIL,38,597,10.3,0.53,0.518,0.218,5.2,14.8,10.1,8.6,1.0,1.0,13.6,17.6,,0.0,0.8,0.8,0.067,,-2.0,-0.4,-2.4,0.0,nworajo01,2223,11.2
433,352,Jordan Nwora,SF,24,IND,5,95,14.8,0.55,0.439,0.098,2.3,19.7,11.0,16.0,1.5,0.0,6.6,20.2,,0.1,0.1,0.1,0.075,,0.8,-1.5,-0.7,0.0,nworajo01,2223,11.2
434,353,Royce O'Neale,SF,29,BRK,58,1908,9.0,0.546,0.699,0.105,2.3,13.7,8.2,14.8,1.2,1.8,16.0,13.3,,0.4,1.7,2.0,0.051,,-1.6,0.1,-1.5,0.3,onealro01,2223,8.9
435,354,Chuma Okeke,SF,24,ORL,19,404,9.4,0.504,0.693,0.239,5.9,16.0,11.0,8.6,1.3,2.2,9.3,11.5,,0.2,0.4,0.6,0.075,,-2.1,0.8,-1.3,0.1,okekech01,2223,5.0
436,355,Josh Okogie,SG,24,PHO,52,813,14.9,0.547,0.443,0.431,10.6,13.1,11.8,10.9,2.3,2.4,12.9,18.8,,0.8,1.1,1.9,0.112,,-0.3,0.7,0.4,0.5,okogijo01,2223,6.9
437,356,Onyeka Okongwu,C,22,ATL,60,1431,17.9,0.66,0.014,0.334,12.0,21.6,16.7,5.8,1.4,4.6,12.1,14.2,,3.2,1.9,5.1,0.17,,-0.7,0.8,0.1,0.8,okongon01,2223,9.2
438,357,Isaac Okoro,SF,22,CLE,64,1358,10.8,0.607,0.481,0.297,3.8,10.5,7.2,7.2,1.6,1.8,10.0,12.2,,1.5,1.9,3.4,0.12,,-1.8,1.5,-0.2,0.6,okorois01,2223,6.6
439,358,KZ Okpala,PF,23,SAC,35,248,6.2,0.554,0.553,0.211,3.3,12.4,7.9,6.3,1.3,2.4,14.4,8.4,,0.1,0.2,0.3,0.058,,-4.3,1.1,-3.2,-0.1,okpalkz01,2223,1.3
440,359,Victor Oladipo,SG,30,MIA,29,799,10.7,0.5,0.493,0.205,1.8,12.6,6.9,20.1,2.8,0.8,15.4,19.8,,-0.5,1.2,0.7,0.04,,-3.4,1.4,-2.0,0.0,oladivi01,2223,10.3
441,360,Kelly Olynyk,C,31,UTA,51,1439,13.8,0.634,0.444,0.4,4.9,16.2,10.6,15.6,1.6,1.7,19.1,17.3,,1.8,1.4,3.2,0.106,,-0.8,0.8,0.0,0.7,olynyke01,2223,12.1
442,361,Eugene Omoruyi,SF,25,OKC,23,272,10.6,0.531,0.33,0.298,8.5,12.1,10.2,5.5,2.4,0.0,13.1,18.8,,0.0,0.3,0.3,0.052,,-4.3,-0.6,-4.9,-0.2,omorueu01,2223,7.5
443,362,Cedi Osman,SF,27,CLE,60,1261,11.7,0.569,0.567,0.205,1.7,10.9,6.4,10.6,1.2,0.6,8.6,18.2,,0.9,1.5,2.5,0.094,,-1.2,0.3,-0.9,0.4,osmande01,2223,8.6
444,363,Kelly Oubre Jr.,SF,27,CHO,38,1214,14.4,0.52,0.416,0.233,4.6,12.7,8.5,5.4,2.3,0.9,6.4,26.4,,-0.1,1.1,1.0,0.041,,-0.8,-1.0,-1.7,0.1,oubreke01,2223,20.3
445,364,Chris Paul,PG,37,PHO,41,1318,17.4,0.546,0.368,0.284,1.2,13.5,7.2,39.0,2.3,1.2,14.1,19.6,,2.4,1.7,4.1,0.148,,1.6,1.2,2.9,1.6,paulch01,2223,13.5
446,365,Cameron Payne,PG,28,PHO,30,695,13.2,0.512,0.414,0.164,1.6,9.9,5.7,31.8,1.8,0.6,14.5,24.9,,0.0,0.7,0.8,0.053,,-0.6,-0.9,-1.4,0.1,payneca01,2223,11.2
447,366,Gary Payton II,PG,30,POR,15,255,11.5,0.713,0.415,0.098,4.6,13.1,8.9,11.5,3.1,0.3,21.9,9.4,,0.3,0.2,0.6,0.106,,-1.9,1.5,-0.4,0.1,paytoga02,2223,4.1
448,367,Theo Pinson,SG,27,DAL,33,238,8.6,0.501,0.712,0.186,3.9,15.6,9.6,16.7,0.8,0.4,12.4,13.9,,0.1,0.2,0.3,0.054,,-2.7,-1.2,-3.8,-0.1,pinsoth01,2223,1.8
449,368,Scotty Pippen Jr.,PG,22,LAL,6,32,9.7,0.439,0.25,0.75,6.9,6.4,6.6,8.2,2.9,2.6,11.1,23.6,,-0.1,0.0,0.0,-0.022,,-5.0,-0.9,-6.0,0.0,pippesc02,2223,2.3
450,369,Mason Plumlee,C,32,TOT,61,1699,20.1,0.683,0.0,0.669,11.8,24.9,18.2,18.1,1.1,2.0,15.2,15.3,,4.7,1.8,6.5,0.184,,1.6,0.8,2.4,1.9,plumlma01,2223,9.3
451,369,Mason Plumlee,C,32,CHO,56,1597,20.1,0.673,0.0,0.646,12.0,24.2,17.9,18.4,1.0,1.9,14.6,15.5,,4.4,1.6,6.0,0.181,,1.6,0.7,2.3,1.8,plumlma01,2223,9.3
452,369,Mason Plumlee,C,32,LAC,5,102,19.5,0.924,0.0,1.417,8.8,34.9,22.0,14.8,1.4,2.6,29.1,11.8,,0.3,0.2,0.5,0.231,,0.5,2.6,3.1,0.1,plumlma01,2223,9.3
453,370,Jakob Poeltl,C,27,TOT,53,1389,21.1,0.636,0.002,0.35,13.3,25.4,19.1,16.6,1.7,4.1,16.5,18.4,,2.6,1.4,4.0,0.138,,1.1,0.7,1.8,1.3,poeltja01,2223,14.9
454,370,Jakob Poeltl,C,27,SAS,46,1199,19.9,0.625,0.003,0.332,13.5,25.4,19.2,17.1,1.4,3.6,17.8,18.7,,1.9,1.0,2.9,0.116,,0.6,0.2,0.8,0.8,poeltja01,2223,14.9
455,370,Jakob Poeltl,C,27,TOR,7,190,28.2,0.708,0.0,0.466,12.2,25.7,18.4,13.4,3.4,7.2,7.9,17.0,,0.7,0.4,1.1,0.276,,4.5,4.0,8.5,0.5,poeltja01,2223,14.9
456,371,Aleksej Pokusevski,PF,21,OKC,31,677,14.1,0.53,0.416,0.136,7.0,18.1,12.4,12.4,1.4,5.6,13.7,18.4,,0.1,0.9,1.1,0.075,,-0.6,1.1,0.5,0.4,pokusal01,2223,8.8
457,372,Jordan Poole,PG,23,GSW,62,1906,14.1,0.566,0.491,0.293,1.5,8.6,5.1,22.7,1.3,0.7,15.1,29.6,,0.4,1.4,1.8,0.045,,-0.4,-2.0,-2.4,-0.2,poolejo01,2223,20.7
458,373,Kevin Porter Jr.,PG,22,HOU,40,1359,15.4,0.551,0.413,0.299,4.4,13.2,8.8,26.3,1.9,1.2,17.0,25.5,,0.5,0.7,1.2,0.042,,0.8,-0.9,-0.1,0.7,porteke02,2223,18.5
459,374,Michael Porter Jr.,SF,24,DEN,46,1343,16.0,0.615,0.558,0.142,3.8,17.3,10.8,4.9,1.1,1.5,7.6,22.2,,1.7,1.3,3.0,0.109,,1.3,-1.8,-0.6,0.5,portemi01,2223,17.0
460,375,Otto Porter Jr.,SF,29,TOR,8,146,14.1,0.656,0.567,0.267,4.3,10.9,7.4,7.3,3.7,0.0,10.7,10.9,,0.2,0.2,0.4,0.14,,-1.3,1.9,0.6,0.1,porteot01,2223,5.5
461,376,Bobby Portis,PF,27,MIL,50,1316,18.7,0.571,0.299,0.136,10.3,28.1,19.5,10.3,0.8,0.8,8.9,21.8,,2.0,2.2,4.2,0.154,,1.6,-0.2,1.4,1.1,portibo01,2223,14.0
462,377,Kristaps Porziņģis,C,27,WAS,51,1663,22.8,0.624,0.36,0.463,6.7,21.8,14.6,12.2,1.3,4.0,10.7,27.3,,3.9,2.2,6.2,0.178,,3.5,0.3,3.8,2.4,porzikr01,2223,23.2
