,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,season,PPG
783,67,Miles Bridges,PF,23,CHO,80,2837,17.9,0.593,0.383,0.274,3.3,17.8,10.4,15.7,1.3,2.2,9.9,22.6,,5.0,2.3,7.2,0.123,,1.8,-0.3,1.5,2.5,bridgmi02,2122,20.2
784,68,Oshae Brissett,SF,23,IND,67,1564,12.9,0.53,0.468,0.324,7.6,18.1,12.8,6.4,1.4,1.6,8.5,17.3,,1.4,0.9,2.2,0.069,,-0.5,-1.7,-2.2,-0.1,brissos01,2122,9.1
785,69,Malcolm Brogdon,PG,29,IND,36,1206,18.0,0.557,0.343,0.308,3.0,14.3,8.6,26.9,1.2,1.0,11.1,24.6,,2.2,0.4,2.7,0.106,,2.8,-0.5,2.3,1.3,brogdma01,2122,19.1
786,70,Armoni Brooks,SG-PG,23,TOT,54,844,8.4,0.483,0.862,0.073,2.5,10.9,6.7,10.4,1.6,1.2,8.3,16.4,,-0.1,0.4,0.2,0.014,,-2.6,-1.3,-3.9,-0.4,brookar01,2122,2.6
787,70,Armoni Brooks,SG,23,HOU,41,690,8.4,0.49,0.849,0.076,1.9,11.1,6.4,10.3,1.4,1.0,8.1,17.4,,-0.2,0.2,0.0,0.002,,-2.6,-1.8,-4.4,-0.4,brookar01,2122,2.6
788,70,Armoni Brooks,PG,23,TOR,13,154,8.6,0.437,0.947,0.053,5.3,10.4,7.7,11.0,2.3,1.9,9.3,11.9,,0.0,0.2,0.2,0.067,,-2.8,1.2,-1.6,0.0,brookar01,2122,2.6
789,71,Dillon Brooks,SF,26,MEM,32,885,15.5,0.515,0.283,0.202,3.4,8.8,6.0,15.4,1.9,0.8,8.0,28.8,,0.7,0.9,1.6,0.087,,-1.0,-0.8,-1.8,0.0,brookdi01,2122,18.4
790,72,Bruce Brown,SF,25,BRK,72,1774,15.0,0.575,0.186,0.253,6.3,14.7,10.6,11.5,2.1,2.6,9.1,15.0,,2.8,2.0,4.8,0.13,,-0.4,1.1,0.7,1.2,brownbr01,2122,9.0
791,73,Charlie Brown Jr.,SG,24,TOT,22,177,6.5,0.346,0.308,0.256,9.0,11.2,10.1,4.5,2.8,2.0,10.3,12.3,,-0.2,0.2,0.0,0.012,,-5.2,0.4,-4.8,-0.1,brownch02,2122,1.5
792,73,Charlie Brown Jr.,SG,24,DAL,3,15,5.1,0.2,0.6,0.0,0.0,7.4,3.7,8.9,6.7,6.0,0.0,15.0,,-0.1,0.0,0.0,-0.05,,-7.7,5.1,-2.6,0.0,brownch02,2122,1.5
793,73,Charlie Brown Jr.,SG,24,PHI,19,162,6.6,0.365,0.265,0.294,9.8,11.5,10.7,4.1,2.5,1.7,11.5,12.0,,-0.1,0.2,0.1,0.018,,-5.0,-0.1,-5.0,-0.1,brownch02,2122,1.5
794,74,Chaundee Brown Jr.,SG-SF,23,TOT,5,104,6.4,0.447,0.563,0.188,1.1,15.7,8.4,5.1,0.9,0.0,2.8,14.9,,0.0,0.0,0.0,0.002,,-4.3,-2.4,-6.6,-0.1,brownch05,2122,9.7
795,74,Chaundee Brown Jr.,SF,23,LAL,2,21,-8.7,0.143,0.429,0.0,0.0,10.2,5.1,0.0,0.0,0.0,12.5,16.4,,-0.1,0.0,-0.1,-0.306,,-11.6,-5.0,-16.6,-0.1,brownch05,2122,9.7
796,74,Chaundee Brown Jr.,SG,23,ATL,3,83,10.3,0.525,0.6,0.24,1.3,17.0,9.2,6.4,1.2,0.0,0.0,14.6,,0.1,0.0,0.1,0.08,,-2.4,-1.7,-4.1,0.0,brownch05,2122,9.7
797,75,Greg Brown III,SF,20,POR,48,640,11.0,0.515,0.321,0.342,6.3,17.3,11.6,8.1,2.0,3.7,14.1,17.2,,-0.1,0.5,0.4,0.029,,-4.0,-0.7,-4.7,-0.4,browngr01,2122,4.7
798,76,Jaylen Brown,SF,25,BOS,66,2220,18.9,0.574,0.381,0.261,2.6,16.7,9.8,17.9,1.6,0.7,11.6,30.5,,2.3,3.4,5.8,0.124,,1.9,0.1,2.1,2.2,brownja02,2122,23.6
799,77,Moses Brown,C,22,TOT,40,345,18.5,0.612,0.0,0.667,12.7,30.5,21.7,0.4,1.0,4.2,12.5,20.7,,0.5,0.7,1.2,0.16,,-2.4,-0.9,-3.3,-0.1,brownmo01,2122,6.4
800,77,Moses Brown,C,22,DAL,26,169,15.5,0.588,0.0,0.86,10.5,29.6,20.1,0.9,0.9,4.8,16.9,22.1,,0.1,0.3,0.4,0.111,,-4.7,-0.2,-4.8,-0.1,brownmo01,2122,6.4
801,77,Moses Brown,C,22,CLE,14,176,21.4,0.636,0.0,0.5,14.8,31.4,23.2,0.0,1.1,3.5,7.8,19.3,,0.4,0.3,0.8,0.207,,-0.2,-1.7,-1.9,0.0,brownmo01,2122,6.4
802,78,Sterling Brown,SG,26,DAL,49,628,8.4,0.495,0.594,0.097,4.6,21.8,13.2,7.5,1.1,1.0,12.5,13.2,,-0.1,0.9,0.8,0.061,,-3.4,0.5,-2.9,-0.1,brownst02,2122,3.3
803,79,Troy Brown Jr.,SF,22,CHI,66,1055,10.1,0.525,0.516,0.101,4.2,17.4,10.8,8.2,1.7,0.4,8.8,12.3,,0.5,0.9,1.4,0.065,,-1.7,-0.2,-1.8,0.1,browntr01,2122,4.3
804,80,Jalen Brunson,SG,25,DAL,79,2524,17.1,0.583,0.25,0.211,1.9,11.7,6.8,24.3,1.3,0.1,10.1,21.9,,4.9,2.7,7.5,0.143,,0.9,0.0,0.9,1.9,brunsja01,2122,16.3
805,81,Thomas Bryant,C,24,WAS,27,439,16.6,0.607,0.284,0.27,6.7,20.4,13.6,7.9,0.7,4.1,10.3,18.7,,0.7,0.4,1.1,0.118,,-0.4,-0.7,-1.0,0.1,bryanth01,2122,7.4
806,82,Shaq Buchanan,SG,25,MEM,2,10,0.6,0.25,0.5,0.0,10.2,10.7,10.5,24.9,4.8,0.0,33.3,24.6,,-0.1,0.0,0.0,-0.23,,-11.0,0.3,-10.7,0.0,buchash01,2122,1.0
807,83,Reggie Bullock,SF,30,DAL,68,1902,9.2,0.558,0.782,0.096,1.9,12.2,7.0,6.1,1.1,0.7,7.1,13.3,,1.2,2.0,3.2,0.08,,-1.5,0.0,-1.4,0.3,bullore01,2122,8.6
808,84,Trey Burke,PG,29,DAL,42,441,10.0,0.475,0.381,0.107,1.0,7.3,4.2,20.7,1.4,0.0,10.4,25.6,,-0.4,0.4,0.0,0.003,,-3.6,-1.4,-5.0,-0.3,burketr01,2122,5.1
809,85,Alec Burks,SG,30,NYK,81,2318,13.7,0.559,0.534,0.363,2.1,16.6,9.2,15.7,1.8,1.1,9.7,17.7,,3.2,2.9,6.1,0.126,,-0.4,1.2,0.8,1.7,burksal01,2122,11.7
810,86,Jared Butler,SG,21,UTA,42,360,12.1,0.509,0.583,0.106,1.6,11.8,6.8,26.0,2.3,2.0,17.3,23.1,,0.0,0.5,0.4,0.057,,-2.3,0.7,-1.6,0.0,butleja02,2122,3.8
811,87,Jimmy Butler,SF,32,MIA,57,1931,23.6,0.592,0.14,0.549,6.1,13.5,9.9,26.4,2.4,1.5,10.5,26.5,,6.2,2.9,9.2,0.228,,4.5,1.9,6.3,4.0,butleji01,2122,21.4
812,88,Devontae Cacok,PF,25,SAS,15,121,20.2,0.675,0.0,0.226,6.9,29.7,18.2,6.9,3.2,4.9,8.1,12.9,,0.3,0.3,0.5,0.206,,0.7,3.5,4.2,0.2,cacokde01,2122,3.1
813,89,Kentavious Caldwell-Pope,SG,28,WAS,77,2329,12.6,0.568,0.492,0.186,2.0,10.3,6.2,9.1,1.8,0.9,9.8,19.0,,1.4,1.4,2.8,0.058,,-0.9,-0.6,-1.5,0.3,caldwke01,2122,13.2
814,90,Facundo Campazzo,PG,30,DEN,65,1184,11.1,0.503,0.652,0.264,2.2,8.6,5.5,24.1,2.6,1.8,16.9,14.7,,0.6,1.3,2.0,0.081,,-2.1,1.3,-0.8,0.4,campafa01,2122,5.1
815,91,Vlatko Čančar,PF,24,DEN,15,176,12.7,0.657,0.293,0.341,5.2,14.1,9.8,13.2,0.6,1.5,16.0,14.0,,0.3,0.1,0.4,0.114,,-0.9,-0.9,-1.7,0.0,cancavl01,2122,4.1
816,92,Devin Cannady,PG,25,ORL,5,145,8.6,0.531,0.841,0.159,0.7,3.7,2.2,10.0,1.7,1.9,9.6,15.5,,0.0,0.1,0.1,0.033,,-2.8,-0.4,-3.2,0.0,cannade01,2122,10.0
817,93,Clint Capela,C,27,ATL,74,2042,21.4,0.604,0.002,0.28,15.0,31.9,23.5,6.6,1.3,4.1,6.1,15.5,,5.6,2.7,8.3,0.195,,2.1,-0.1,2.0,2.1,capelca01,2122,11.1
818,94,Vernon Carey Jr.,C,20,TOT,7,44,15.8,0.534,0.0,1.0,19.9,9.8,14.8,0.0,2.2,1.9,13.8,21.6,,0.0,0.0,0.1,0.068,,-3.0,-4.5,-7.5,-0.1,careyve01,2122,4.0
819,94,Vernon Carey Jr.,C,20,CHO,4,17,17.2,0.546,0.0,0.5,18.4,12.6,15.6,0.0,2.8,0.0,12.0,20.8,,0.0,0.0,0.0,0.099,,-2.8,-5.2,-8.0,0.0,careyve01,2122,4.0
820,94,Vernon Carey Jr.,C,20,WAS,3,27,15.0,0.526,0.0,1.429,20.8,8.1,14.4,0.0,1.8,3.1,14.9,22.1,,0.0,0.0,0.0,0.049,,-3.2,-4.1,-7.3,0.0,careyve01,2122,4.0
821,95,Jevon Carter,PG,26,TOT,66,905,9.6,0.531,0.672,0.071,1.7,11.2,6.6,14.0,1.3,1.4,11.5,14.0,,0.5,0.7,1.2,0.062,,-1.8,-0.4,-2.2,-0.1,carteje01,2122,5.6
822,95,Jevon Carter,PG,26,BRK,46,552,6.5,0.462,0.73,0.057,1.8,11.2,6.6,10.9,1.2,1.6,12.7,15.9,,-0.4,0.4,-0.1,-0.005,,-3.6,-0.9,-4.4,-0.3,carteje01,2122,5.6
823,95,Jevon Carter,PG,26,MIL,20,353,14.4,0.679,0.544,0.101,1.5,11.2,6.5,18.8,1.4,1.1,8.8,10.9,,0.9,0.3,1.2,0.167,,0.9,0.3,1.2,0.3,carteje01,2122,5.6
824,96,Wendell Carter Jr.,PF,22,ORL,62,1852,18.4,0.601,0.313,0.303,7.9,29.1,18.5,15.4,0.9,2.1,13.1,20.9,,2.6,2.4,5.0,0.129,,1.0,0.6,1.6,1.7,cartewe01,2122,15.0
825,97,Alex Caruso,SG,27,CHI,41,1147,11.7,0.528,0.492,0.285,3.3,11.2,7.3,18.5,3.0,1.1,16.5,13.3,,0.7,1.2,2.0,0.082,,-2.2,2.3,0.2,0.6,carusal01,2122,7.4
826,98,Willie Cauley-Stein,C,28,TOT,20,183,8.3,0.474,0.057,0.057,7.9,16.4,12.2,7.5,1.7,1.5,16.3,10.6,,0.0,0.3,0.2,0.066,,-4.1,1.1,-3.0,0.0,caulewi01,2122,0.0
827,98,Willie Cauley-Stein,C,28,DAL,18,177,8.4,0.474,0.057,0.057,8.2,15.7,11.9,7.0,1.7,1.5,16.3,10.9,,0.0,0.2,0.2,0.063,,-4.1,0.9,-3.1,0.0,caulewi01,2122,0.0
828,98,Willie Cauley-Stein,C,28,PHI,2,6,4.2,,,,0.0,36.6,18.6,20.4,0.0,0.0,,0.0,,0.0,0.0,0.0,0.136,,-4.6,5.8,1.2,0.0,caulewi01,2122,0.0
829,99,Ahmad Caver,SG,25,IND,1,1,76.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,,0.0,0.0,0.0,1.204,,31.0,5.9,36.9,0.0,caverah01,2122,2.0
830,100,Justin Champagnie,SF,20,TOR,36,281,13.6,0.571,0.418,0.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12.0,,0.5,0.3,0.8,0.138,,-1.3,-0.7,-2.0,0.0,champju01,2122,2.3
831,101,Zylan Cheatham,SF,26,UTA,1,5,-23.8,0.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,,-0.1,0.0,-0.1,-0.61,,-19.3,-11.3,-30.6,0.0,cheatzy01,2122,0.0
832,102,Chris Chiozza,PG,26,GSW,34,372,4.4,0.407,0.654,0.037,2.7,7.7,5.3,22.5,1.7,0.0,28.0,13.4,,-0.5,0.5,0.0,-0.004,,-5.7,-0.2,-6.0,-0.4,chiozch01,2122,2.0
833,103,Marquese Chriss,PF,24,DAL,34,346,14.8,0.518,0.187,0.246,10.6,22.5,16.5,7.7,1.9,3.1,10.3,21.5,,0.2,0.6,0.8,0.108,,-3.8,0.0,-3.8,-0.2,chrisma01,2122,4.5
834,104,Josh Christopher,SG,20,HOU,74,1334,12.2,0.534,0.378,0.226,4.3,11.1,7.7,17.3,2.3,0.9,17.2,21.1,,-0.4,0.7,0.3,0.01,,-2.2,-1.3,-3.5,-0.5,chrisjo01,2122,7.9
835,105,Gary Clark,PF,27,NOP,38,378,11.4,0.547,0.795,0.114,6.6,20.1,13.2,6.4,1.7,1.8,9.8,11.6,,0.3,0.4,0.7,0.092,,0.1,0.0,0.1,0.2,clarkga01,2122,2.7
836,106,Brandon Clarke,PF,25,MEM,64,1246,23.7,0.66,0.049,0.291,11.1,17.8,14.4,10.3,1.5,4.9,6.3,17.7,,4.4,1.9,6.3,0.241,,3.1,1.1,4.2,2.0,clarkbr01,2122,10.4
837,107,Jordan Clarkson,SG,29,UTA,79,2141,14.9,0.532,0.536,0.156,3.5,10.2,7.0,14.5,1.5,0.7,9.8,26.8,,1.5,2.0,3.5,0.079,,0.5,-1.2,-0.6,0.7,clarkjo01,2122,16.0
838,108,Nic Claxton,C,22,BRK,47,974,18.6,0.672,0.0,0.352,10.4,18.9,14.8,6.4,1.2,4.7,11.1,15.1,,2.3,1.2,3.5,0.171,,0.3,0.2,0.5,0.6,claxtni01,2122,8.7
839,109,Amir Coffey,SG,24,LAC,69,1567,13.0,0.598,0.545,0.251,1.8,11.2,6.7,11.4,1.2,0.8,8.0,15.8,,2.3,1.5,3.8,0.116,,-0.3,0.0,-0.3,0.7,coffeam01,2122,9.0
840,110,John Collins,PF,24,ATL,54,1663,18.7,0.61,0.273,0.262,6.2,21.5,13.9,8.9,1.0,3.0,7.7,20.5,,3.6,1.4,5.1,0.146,,1.5,0.0,1.5,1.5,collijo01,2122,16.2
841,111,Zach Collins,C,24,SAS,28,502,16.4,0.594,0.265,0.419,9.5,22.5,16.0,16.3,1.2,3.8,19.7,19.2,,0.6,0.7,1.2,0.118,,-1.2,1.0,-0.2,0.2,colliza01,2122,7.8
842,112,Darren Collison,PG,34,LAL,3,37,-0.2,0.286,0.429,0.0,0.0,11.6,5.8,6.8,1.3,0.0,12.5,9.3,,-0.1,0.0,-0.1,-0.07,,-10.0,-0.9,-10.9,-0.1,collida01,2122,1.3
843,113,Mike Conley,PG,34,UTA,72,2058,17.2,0.572,0.523,0.205,2.6,8.8,5.8,27.7,2.3,0.9,12.5,20.9,,4.4,2.3,6.7,0.157,,2.4,0.7,3.1,2.7,conlemi01,2122,13.7
844,114,Pat Connaughton,SF,29,MIL,65,1691,13.4,0.62,0.746,0.109,2.9,14.0,8.6,6.6,1.7,0.9,6.3,14.0,,2.8,1.6,4.4,0.125,,0.8,0.3,1.2,1.4,connapa01,2122,9.9
845,115,Tyler Cook,PF,24,CHI,20,200,13.0,0.643,0.0,0.842,9.1,20.7,14.9,2.0,1.0,1.7,11.8,13.0,,0.4,0.2,0.5,0.127,,-3.0,-1.1,-4.1,-0.1,cookty01,2122,3.4
846,116,Sharife Cooper,PG,20,ATL,13,39,-5.4,0.25,0.429,0.0,0.0,14.0,7.0,16.3,0.0,0.0,26.3,21.3,,-0.2,0.0,-0.2,-0.297,,-11.3,-5.0,-16.3,-0.1,coopesh01,2122,0.5
847,117,Petr Cornelie,PF,26,DEN,13,38,9.6,0.418,0.533,0.267,21.3,19.9,20.6,10.8,1.3,2.4,19.3,24.0,,-0.1,0.0,0.0,-0.015,,-6.1,-2.7,-8.8,-0.1,cornepe01,2122,1.1
848,118,DeMarcus Cousins,C,31,TOT,48,718,18.2,0.567,0.377,0.386,11.7,29.1,20.6,15.2,2.4,2.7,18.3,28.1,,0.3,1.3,1.6,0.104,,-1.8,0.2,-1.6,0.1,couside01,2122,8.9
849,118,DeMarcus Cousins,C,31,MIL,17,287,19.0,0.572,0.407,0.322,9.1,26.8,18.1,9.3,2.7,2.7,10.6,22.4,,0.5,0.5,1.0,0.162,,-0.3,0.9,0.6,0.2,couside01,2122,8.9
850,118,DeMarcus Cousins,C,31,DEN,31,431,17.6,0.565,0.359,0.422,13.4,30.6,22.3,19.1,2.2,2.7,22.0,31.9,,-0.2,0.8,0.6,0.065,,-2.8,-0.2,-3.1,-0.1,couside01,2122,8.9
851,119,Robert Covington,PF,31,TOT,71,1940,12.4,0.572,0.681,0.139,3.3,18.9,11.0,6.8,2.6,4.4,12.4,13.5,,0.8,2.4,3.2,0.08,,-1.6,1.7,0.2,1.1,covinro01,2122,10.4
852,119,Robert Covington,PF,31,POR,48,1431,10.0,0.519,0.685,0.107,3.0,18.6,10.5,6.7,2.5,4.3,14.2,12.4,,-0.3,1.4,1.1,0.037,,-2.8,1.6,-1.2,0.3,covinro01,2122,10.4
853,119,Robert Covington,PF,31,LAC,23,509,19.4,0.677,0.673,0.204,3.9,20.0,12.2,7.0,2.8,4.7,8.8,16.7,,1.1,1.0,2.1,0.2,,1.9,2.2,4.1,0.8,covinro01,2122,10.4
854,120,Torrey Craig,SF,31,TOT,78,1596,11.0,0.556,0.531,0.118,5.9,15.4,10.7,7.6,1.4,2.0,12.6,14.3,,0.9,1.4,2.3,0.07,,-1.7,-0.1,-1.8,0.1,craigto01,2122,6.9
855,120,Torrey Craig,SF,31,IND,51,1034,10.8,0.555,0.491,0.125,6.3,14.9,10.5,7.7,1.1,1.6,11.6,13.9,,0.8,0.4,1.2,0.056,,-1.6,-0.6,-2.2,-0.1,craigto01,2122,6.9
856,120,Torrey Craig,SF,31,PHO,27,562,11.4,0.558,0.6,0.106,5.3,16.4,11.0,7.5,1.9,2.7,14.3,15.0,,0.2,1.0,1.1,0.096,,-1.9,0.9,-1.1,0.1,craigto01,2122,6.9
857,121,Jae Crowder,PF,31,PHO,67,1886,11.3,0.541,0.671,0.165,1.8,18.0,10.1,8.3,2.4,1.4,8.6,14.6,,0.9,3.4,4.3,0.11,,-1.3,2.4,1.1,1.5,crowdja01,2122,9.4
858,122,Jarrett Culver,SG,22,MEM,37,338,8.7,0.433,0.348,0.252,3.9,11.1,7.4,13.0,2.8,1.3,11.8,20.6,,-0.4,0.5,0.1,0.012,,-5.7,0.3,-5.4,-0.3,culveja01,2122,3.5
859,123,Jarron Cumberland,SG,24,POR,3,12,8.4,0.5,0.5,0.0,8.8,19.0,13.7,11.6,0.0,0.0,0.0,7.2,,0.0,0.0,0.0,0.079,,-4.4,-2.2,-6.6,0.0,cumbeja01,2122,0.7
860,124,Cade Cunningham,SG,20,DET,64,2088,13.1,0.504,0.352,0.163,2.9,16.2,9.2,29.1,1.8,1.9,17.5,27.5,,-2.4,1.9,-0.5,-0.011,,-1.1,-0.5,-1.6,0.2,cunnica01,2122,17.4
861,125,Seth Curry,SG,31,TOT,64,2135,13.7,0.615,0.506,0.127,1.1,9.1,5.2,16.3,1.2,0.6,12.3,18.5,,2.7,1.5,4.2,0.095,,0.3,-0.9,-0.6,0.8,curryse01,2122,14.9
862,125,Seth Curry,SG,31,PHI,45,1566,13.3,0.603,0.473,0.138,1.2,9.4,5.4,17.7,1.1,0.6,13.0,18.5,,1.7,1.1,2.9,0.088,,-0.1,-0.9,-1.0,0.4,curryse01,2122,14.9
863,125,Seth Curry,SG,31,BRK,19,569,14.6,0.645,0.588,0.1,0.8,8.4,4.7,12.5,1.4,0.5,10.2,18.5,,1.0,0.3,1.3,0.112,,1.5,-0.8,0.7,0.4,curryse01,2122,14.9
864,126,Stephen Curry,PG,33,GSW,64,2211,21.4,0.601,0.613,0.243,1.7,14.4,8.3,30.4,1.9,1.0,13.2,30.8,,4.6,3.4,8.0,0.173,,5.4,0.4,5.8,4.4,curryst01,2122,25.5
865,127,Anthony Davis,C,28,LAL,40,1404,23.9,0.578,0.101,0.351,8.1,22.0,15.1,14.7,1.7,5.7,9.3,27.1,,2.6,2.0,4.5,0.155,,2.6,1.2,3.8,2.0,davisan02,2122,23.2
866,128,Ed Davis,C,32,CLE,31,201,9.3,0.632,0.0,0.875,7.9,26.9,17.6,4.5,0.7,4.0,18.4,6.0,,0.2,0.3,0.5,0.126,,-4.2,2.5,-1.8,0.0,davised01,2122,0.9
867,129,Terence Davis,SG,24,SAC,30,536,14.6,0.543,0.558,0.165,2.2,17.0,9.5,11.9,2.2,1.8,10.3,25.6,,0.0,0.5,0.5,0.044,,-0.6,-0.4,-0.9,0.2,daviste02,2122,10.4
868,130,Gabriel Deck,PF,26,OKC,7,56,11.5,0.643,0.286,0.0,1.8,9.3,5.5,13.7,0.9,0.0,12.5,12.3,,0.1,0.0,0.1,0.08,,-1.2,-1.3,-2.5,0.0,deckga01,2122,2.6
869,131,Dewayne Dedmon,C,32,MIA,67,1065,15.9,0.632,0.162,0.345,11.4,29.4,20.6,6.7,1.1,4.2,17.3,16.9,,1.5,2.0,3.5,0.157,,-2.2,1.1,-1.0,0.3,dedmode01,2122,6.3
870,132,Sam Dekker,PF,27,TOR,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.003,,-6.2,-3.4,-9.6,0.0,dekkesa01,2122,0.0
871,133,Javin DeLaurier,C,23,MIL,1,3,15.6,,,,0.0,34.6,17.7,0.0,16.0,0.0,,0.0,,0.0,0.0,0.0,0.26,,-4.8,11.8,7.0,0.0,delauja01,2122,0.0
872,134,DeMar DeRozan,PF,32,CHI,76,2743,23.1,0.59,0.093,0.386,2.3,13.7,8.0,23.3,1.2,0.8,9.2,31.8,,7.0,1.8,8.8,0.154,,3.4,-0.9,2.5,3.1,derozde01,2122,27.9
873,135,Mamadi Diakite,PF,25,OKC,13,188,11.6,0.54,0.106,0.234,9.2,23.3,16.1,1.6,1.3,4.5,11.9,13.5,,0.1,0.3,0.3,0.08,,-5.9,0.9,-5.0,-0.1,diakima01,2122,4.3
874,136,Cheick Diallo,C,25,DET,3,31,12.3,0.517,0.0,0.75,13.3,29.4,20.9,0.0,1.6,0.0,8.6,16.1,,0.0,0.0,0.1,0.108,,-4.2,-3.3,-7.5,0.0,diallch01,2122,3.7
875,137,Hamidou Diallo,SG,23,DET,58,1269,15.7,0.541,0.177,0.266,5.6,18.7,11.8,9.8,2.7,1.2,9.0,21.8,,0.6,1.5,2.1,0.079,,-1.2,0.7,-0.5,0.5,diallha01,2122,11.0
876,138,Gorgui Dieng,C,32,ATL,44,371,17.3,0.624,0.607,0.232,9.5,26.1,17.8,12.7,1.5,3.1,13.9,16.9,,0.8,0.4,1.2,0.155,,1.4,0.8,2.1,0.4,dienggo01,2122,3.5
877,139,Spencer Dinwiddie,PG,28,TOT,67,1980,15.1,0.543,0.449,0.343,2.6,13.0,7.8,25.7,1.1,0.6,10.9,21.4,,2.7,1.4,4.1,0.098,,0.8,-0.4,0.3,1.2,dinwisp01,2122,15.8
878,139,Spencer Dinwiddie,PG,28,WAS,44,1330,13.2,0.501,0.459,0.291,3.0,14.0,8.6,27.5,1.0,0.4,11.6,21.0,,0.9,0.7,1.6,0.058,,-0.2,-0.7,-0.9,0.3,dinwisp01,2122,15.8
879,139,Spencer Dinwiddie,PG,28,DAL,23,650,19.0,0.624,0.428,0.449,1.5,10.8,6.2,22.0,1.3,0.8,9.6,22.3,,1.8,0.7,2.5,0.182,,2.9,0.1,2.9,0.8,dinwisp01,2122,15.8
880,140,Donte DiVincenzo,SG,25,TOT,42,1006,11.3,0.51,0.649,0.247,4.3,14.0,9.1,16.1,2.3,0.7,16.2,18.9,,-0.1,0.9,0.7,0.035,,-1.8,-0.5,-2.3,-0.1,divindo01,2122,10.3
881,140,Donte DiVincenzo,SG,25,MIL,17,341,7.9,0.47,0.627,0.229,5.7,12.8,9.3,11.3,1.5,0.8,17.7,19.8,,-0.4,0.3,-0.1,-0.009,,-3.8,-1.6,-5.5,-0.3,divindo01,2122,10.3
882,140,Donte DiVincenzo,SG,25,SAC,25,665,13.0,0.532,0.661,0.257,3.6,14.5,9.0,18.6,2.7,0.7,15.4,18.5,,0.2,0.6,0.8,0.058,,-0.8,0.1,-0.6,0.2,divindo01,2122,10.3
883,141,Luka Dončić,PG,22,DAL,65,2301,25.1,0.571,0.406,0.349,2.7,26.0,14.3,46.0,1.6,1.4,15.3,37.4,,3.8,3.8,7.6,0.159,,6.4,1.8,8.2,5.9,doncilu01,2122,28.4
884,142,Luguentz Dort,SG,22,OKC,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1.0,9.8,23.3,,0.2,1.1,1.4,0.04,,-1.5,-0.7,-2.3,-0.1,dortlu01,2122,17.2
885,143,Ayo Dosunmu,SG,22,CHI,77,2110,11.2,0.596,0.348,0.146,1.4,9.9,5.7,16.5,1.4,1.2,15.9,14.1,,1.7,1.3,3.0,0.069,,-1.9,-0.1,-2.0,0.0,dosunay01,2122,8.8
886,144,Damyean Dotson,SG,27,NYK,2,21,6.4,0.5,0.25,0.0,0.0,10.4,5.1,6.9,0.0,0.0,0.0,8.3,,0.0,0.0,0.0,0.045,,-3.7,-1.2,-4.9,0.0,dotsoda01,2122,2.0
887,145,Devon Dotson,PG,22,CHI,11,85,9.8,0.538,0.391,0.391,1.3,10.5,6.0,23.9,0.6,0.0,15.6,16.6,,0.1,0.0,0.1,0.048,,-3.4,-1.5,-4.9,-0.1,dotsode01,2122,2.6
888,146,Sekou Doumbouya,PF,21,LAL,2,16,40.7,0.717,0.25,0.5,13.5,26.8,20.2,0.0,9.0,11.1,17.0,31.6,,0.0,0.1,0.1,0.3,,8.8,10.0,18.8,0.1,doumbse01,2122,7.0
889,147,Jeff Dowtin,PG,24,TOT,9,108,6.8,0.353,0.346,0.077,7.9,9.8,8.9,12.7,2.2,0.9,15.7,12.8,,-0.1,0.1,0.0,-0.01,,-5.7,0.1,-5.6,-0.1,dowtije01,2122,3.3
890,147,Jeff Dowtin,PG,24,GSW,4,28,9.5,0.5,0.167,0.0,4.0,22.7,13.7,14.6,0.0,3.4,14.3,10.9,,0.0,0.0,0.1,0.089,,-4.3,0.7,-3.6,0.0,dowtije01,2122,3.3
891,147,Jeff Dowtin,PG,24,MIL,1,3,-12.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2,,0.0,0.0,0.0,-0.344,,-15.7,-6.9,-22.6,0.0,dowtije01,2122,3.3
892,147,Jeff Dowtin,PG,24,ORL,4,77,6.5,0.327,0.368,0.105,9.6,5.5,7.5,12.5,3.1,0.0,16.8,13.4,,-0.1,0.1,-0.1,-0.033,,-5.8,0.2,-5.6,-0.1,dowtije01,2122,3.3
893,148,PJ Dozier,SG,25,DEN,18,340,8.7,0.463,0.485,0.131,4.8,15.6,10.3,11.3,1.6,1.6,11.0,15.2,,-0.1,0.4,0.3,0.038,,-3.0,1.0,-2.0,0.0,doziepj01,2122,5.4
894,149,Goran Dragić,PG,35,TOT,21,498,10.0,0.474,0.417,0.219,2.9,11.3,7.1,22.9,1.9,0.7,17.0,17.2,,-0.1,0.4,0.4,0.034,,-2.8,-0.5,-3.3,-0.2,dragigo01,2122,7.3
